pay_method,order_hour_of_day,days_since_prior_order,Total_Price,total_barang,time_pickup_sec,time_service_sec
3,16,14,51.41,8,451,155
3,16,30,4.89,1,142,314
2,16,4,110.71,17,785,236
2,16,30,29.61,5,277,225
2,16,30,52.71,10,503,297
1,16,30,36.44,5,319,225
3,16,30,67.16,11,595,239
2,16,30,68.98,11,683,150
2,16,30,176.4,24,1037,340
3,16,6,130.88,22,919,402
3,16,30,57.08,12,770,141
3,16,13,115.21,15,866,139
2,16,30,71.31,11,521,290
1,16,30,30.95,4,261,239
2,16,1,103.37,13,561,374
3,16,8,19.37,3,323,136
3,16,11,163.33,28,1396,162
1,16,30,108.99,18,790,367
3,16,16,18.04,3,22,422
1,16,12,91.78,11,625,177
1,16,30,53.95,7,269,378
3,16,16,56.93,9,596,143
3,16,27,30.96,3,225,266
2,16,9,56.55,9,474,248
2,16,6,30.76,4,219,305
1,16,4,66.15,13,518,413
1,16,7,15.98,2,286,130
1,16,20,83.78,13,783,159
2,16,5,70.24,12,724,193
3,16,5,4.57,1,129,249
3,16,30,65.77,10,536,228
2,16,13,153.52,29,1147,372
2,16,11,41.39,7,524,154
3,16,9,78.79,11,503,261
1,16,24,51.24,4,336,203
3,16,10,15.64,3,159,299
3,16,1,25.78,4,392,151
3,16,30,164.24,23,1037,263
1,16,0,64.99,10,597,211
1,16,30,39.14,5,284,270
1,16,17,19.17,3,245,225
3,16,14,38.47,6,406,208
1,16,7,244.37,31,1592,249
3,16,1,42.02,8,496,157
2,16,24,142.55,22,1208,130
1,16,14,164.04,26,1359,127
3,16,7,29.04,6,393,220
2,16,14,81.17,15,831,199
1,16,30,135.59,22,940,293
2,16,7,33.07,4,122,354
3,16,9,48.66,7,548,173
3,16,4,115.3,22,1092,233
3,16,10,31.3,5,325,253
3,16,30,36.91,6,406,174
1,16,1,64.67,10,553,236
1,16,30,50.43,6,489,192
2,16,8,85.75,14,743,213
3,16,2,46.82,9,436,327
1,16,7,63.47,10,617,148
3,16,0,26.94,5,359,151
1,16,7,189.78,26,1392,150
1,16,3,68.43,9,511,187
1,16,30,11.69,1,249,142
2,16,22,75.54,11,564,307
1,16,30,100.89,17,858,176
1,16,30,88.9,12,598,302
3,16,30,80.8,9,569,164
1,16,30,31.85,5,462,177
3,16,30,9.56,2,86,332
2,16,30,25.12,4,259,234
3,16,29,69.91,14,660,204
1,16,25,374.59,64,3014,166
3,16,11,57.12,8,471,233
2,16,30,71.72,11,549,302
2,16,30,419.39,11,625,157
2,16,27,119.21,17,940,139
1,16,18,135.52,17,840,203
1,16,30,108.19,12,793,156
3,16,6,5.79,1,171,159
1,16,30,40.72,10,478,274
2,16,30,41.38,8,416,252
2,16,12,215.24,23,1120,299
3,16,14,67.49,1,289,182
2,16,0,48.0,10,508,344
2,16,15,120.22,18,942,217
3,16,8,58.32,9,595,140
1,16,9,12.58,2,72,444
1,16,29,32.75,3,333,134
1,16,3,28.94,5,469,133
2,16,4,71.61,8,503,142
3,16,13,37.23,7,494,144
1,16,17,34.25,5,316,229
1,16,30,12.04,3,243,275
3,16,12,101.31,14,755,180
3,16,11,9.68,2,230,213
1,16,6,10.98,2,83,342
1,16,6,94.4,17,826,246
2,16,10,136.12,25,1036,363
1,16,3,55.75,7,485,174
1,16,17,42.59,7,494,137
3,16,13,29.19,4,404,126
1,16,1,33.19,5,324,211
2,16,1,33.46,4,310,186
3,16,30,7.49,1,215,219
2,16,2,29.86,4,214,369
3,16,22,63.9,8,398,282
2,16,6,126.74,20,987,180
1,16,30,18.44,3,263,172
2,16,12,70.84,13,644,244
3,16,23,78.23,12,842,144
1,16,8,18.28,4,271,209
1,16,1,4.19,1,171,210
3,16,25,53.59,9,552,156
2,16,8,33.49,6,417,166
1,16,30,12.48,2,188,247
3,16,30,67.13,14,869,183
1,16,16,98.88,13,745,287
3,16,24,97.84,14,636,370
1,16,15,105.15,16,753,204
1,16,16,88.79,14,744,297
3,16,30,89.57,10,693,178
3,16,3,115.57,22,918,321
3,16,6,135.33,21,963,282
3,16,9,43.29,6,332,196
1,16,30,16.47,2,199,196
3,16,8,33.38,3,382,125
1,16,21,4.29,1,159,230
3,16,26,53.01,7,483,188
2,16,30,3.89,1,246,140
1,16,30,46.27,9,394,324
1,16,6,110.49,16,866,194
1,16,4,135.85,19,819,351
1,16,15,98.57,16,755,306
1,16,30,67.92,6,404,216
3,16,30,156.18,19,984,175
3,16,27,75.72,10,466,257
3,16,14,59.76,12,590,321
3,16,10,39.74,9,388,280
1,16,4,106.35,20,1053,135
3,16,11,69.64,12,588,221
3,16,30,53.8,7,549,134
2,16,30,197.6,29,1457,238
3,16,24,28.36,5,511,136
3,16,4,125.61,20,955,149
1,16,30,5.5,1,232,152
3,16,21,114.08,14,706,323
1,16,6,20.96,4,309,238
2,16,8,58.02,7,474,180
3,16,30,90.87,17,888,181
2,16,2,76.52,12,747,170
2,16,28,52.55,8,498,180
1,16,30,121.1,18,1061,166
1,16,30,112.36,19,902,206
1,16,13,105.79,16,840,137
1,16,30,140.74,22,1193,131
1,16,6,134.97,22,950,368
2,16,30,38.28,7,414,168
2,16,6,101.4,16,868,180
3,16,9,79.57,14,759,151
1,16,30,39.68,6,380,220
2,16,30,30.29,6,86127,769
3,16,2,48.58,8,504,200
1,16,5,98.92,12,579,264
3,16,4,24.59,5,287,298
2,16,5,24.26,4,164,299
3,16,30,25.45,5,409,128
1,16,27,37.82,6,318,306
2,16,30,19.78,5,337,272
3,16,27,120.66,21,932,267
2,16,30,48.38,8,437,277
1,16,8,16.17,3,259,228
2,16,30,144.92,13,757,196
3,16,3,44.72,7,509,178
1,16,30,256.67,42,1928,218
3,16,7,37.94,6,459,195
3,16,17,189.84,31,1448,241
1,16,20,28.31,3,254,261
3,16,12,19.56,4,159,400
3,16,12,40.74,6,386,188
2,16,2,50.07,5,397,169
3,16,9,72.53,10,616,211
1,16,6,253.07,36,1784,164
2,16,12,43.32,6,408,190
2,16,2,20.68,3,332,171
2,16,30,46.03,8,388,252
3,16,16,34.13,5,296,254
1,16,19,18.77,2,268,200
1,16,7,77.36,11,654,226
1,16,29,184.92,29,1392,224
1,16,30,142.61,19,1097,194
1,16,27,155.4,22,801,521
1,16,2,46.24,6,382,212
2,16,12,40.69,8,519,140
1,16,14,142.59,23,1082,253
3,16,16,36.3,7,461,183
3,16,30,69.63,11,603,236
1,16,9,8.38,2,244,176
3,16,12,105.88,17,896,152
2,16,19,16.65,3,256,219
1,16,8,37.63,6,237,359
3,16,4,44.6,8,505,212
1,16,7,48.42,6,387,222
3,16,30,74.54,9,466,290
1,16,7,30.96,4,321,181
2,16,30,42.32,6,463,145
2,16,30,51.92,9,384,364
3,16,20,55.58,9,682,129
3,16,2,18.37,3,310,159
3,16,22,66.68,10,217,552
1,16,8,101.92,15,842,183
1,16,3,169.97,22,911,436
3,16,4,121.15,22,1229,134
1,16,28,46.79,8,335,400
1,16,30,71.82,12,704,149
1,16,30,7.99,1,17,358
1,16,25,123.09,18,939,193
3,16,30,33.04,7,434,221
3,16,30,119.76,17,990,140
2,16,20,3.49,1,197,170
1,16,5,305.21,41,1974,250
1,16,11,133.34,15,811,177
3,17,10,73.77,14,659,322
3,17,30,27.09,3,344,190
3,17,13,127.62,17,889,198
1,17,23,26.32,4,345,188
3,17,30,42.07,5,128,459
1,17,4,17.1,3,287,222
1,17,13,62.76,10,419,354
1,17,22,130.41,17,912,170
1,17,7,229.54,34,1580,160
3,17,0,64.89,10,639,230
3,17,13,84.65,14,762,201
2,17,4,13.37,3,306,187
2,17,30,210.42,34,1615,201
3,17,7,41.44,6,365,211
1,17,30,52.95,10,354,366
1,17,30,149.6,25,1302,173
1,17,2,6.74,1,146,293
3,17,7,80.47,16,885,169
3,17,21,12.18,2,260,160
1,17,30,22.36,4,401,192
3,17,0,33.06,6,355,252
3,17,6,12.92,2,11,490
1,17,30,80.2,16,850,200
1,17,9,173.91,30,1463,271
1,17,28,3.89,1,187,209
2,17,10,58.76,9,594,198
2,17,6,45.7,7,362,297
1,17,15,98.08,12,396,466
3,17,30,43.74,7,426,287
1,17,7,46.03,7,496,162
2,17,30,41.94,8,462,237
2,17,30,69.87,12,667,185
3,17,4,66.27,9,480,292
3,17,11,28.47,3,313,158
2,17,7,159.7,22,1166,164
3,17,29,98.71,19,980,182
3,17,21,10.87,2,299,169
1,17,20,42.25,7,475,134
3,17,18,51.0,11,582,257
1,17,18,105.29,17,859,171
2,17,28,28.96,5,408,141
3,17,10,24.96,4,385,131
3,17,19,4.59,1,265,160
3,17,0,39.77,6,428,140
2,17,4,17.97,3,225,249
3,17,30,107.23,22,1078,215
3,17,12,15.67,3,245,278
3,17,3,16.98,2,167,280
2,17,30,66.13,11,534,308
2,17,11,93.49,16,697,235
3,17,10,78.91,12,579,275
2,17,24,23.15,5,394,192
2,17,30,36.01,7,389,247
3,17,8,14.48,2,87,318
2,17,30,79.33,12,537,336
3,17,14,36.07,5,293,319
2,17,9,53.45,8,446,173
3,17,21,126.84,11,588,201
3,17,20,203.94,25,1235,198
1,17,28,60.25,11,619,174
3,17,4,11.97,2,203,298
3,17,7,21.17,3,318,149
1,17,21,41.75,6,410,149
3,17,30,24.88,5,403,142
3,17,24,54.83,7,407,247
1,17,8,94.08,14,794,152
2,17,7,27.39,4,108,519
2,17,10,42.09,5,293,283
2,17,13,91.64,10,592,195
1,17,18,154.9,23,1281,154
3,17,5,35.16,4,325,159
1,17,8,25.54,4,318,131
2,17,30,26.97,3,280,195
2,17,7,76.06,10,599,164
1,17,11,52.06,5,247,336
3,17,13,50.29,9,557,148
3,17,6,40.29,7,487,159
1,17,10,60.81,11,628,162
1,17,30,46.61,7,430,168
2,17,8,6.39,1,243,138
3,17,7,13.85,2,282,171
3,17,0,137.52,14,775,239
1,17,9,16.41,4,355,191
3,17,30,16.06,3,224,230
2,17,25,10.17,3,290,149
1,17,30,27.56,4,325,189
2,17,28,125.66,16,882,175
3,17,12,38.23,6,412,161
2,17,24,50.59,9,429,256
1,17,30,53.41,9,218,401
3,17,5,33.72,6,332,230
3,17,30,31.06,5,381,124
2,17,25,40.44,5,350,193
3,17,30,54.68,9,411,265
2,17,1,25.94,5,452,150
3,17,6,294.5,47,2115,253
3,17,6,117.15,17,905,190
1,17,20,91.42,15,771,189
2,17,30,92.45,15,637,329
3,17,30,94.31,8,519,166
2,17,3,85.43,13,708,210
1,17,6,27.43,5,301,225
1,17,30,71.46,12,671,208
3,17,5,15.58,3,327,138
2,17,30,137.66,25,1228,155
3,17,2,19.87,3,169,294
1,17,9,142.41,20,935,288
3,17,23,158.51,18,845,332
1,17,30,46.21,8,458,175
2,17,30,67.16,8,527,146
2,17,30,51.32,8,440,215
3,17,10,150.96,21,1104,162
3,17,0,52.34,7,473,229
2,17,3,119.56,14,794,136
3,17,30,66.48,9,575,190
1,17,16,26.13,5,231,265
1,17,13,36.55,6,374,249
2,17,30,77.78,8,601,130
3,17,20,5.99,1,192,170
3,17,0,11.99,1,86384,334
1,17,30,87.92,14,730,174
3,17,30,25.07,4,287,266
3,17,8,41.83,5,273,309
3,17,20,69.29,12,588,236
2,17,13,154.43,12,771,135
1,17,15,67.52,11,639,183
3,17,4,53.75,7,489,171
3,17,7,39.05,6,372,255
1,17,19,69.33,12,773,160
1,17,11,8.99,1,177,194
1,17,30,23.73,3,388,125
3,17,13,58.81,8,434,225
1,17,10,38.11,7,473,192
1,17,28,124.33,19,978,133
2,17,9,19.55,4,326,222
2,17,23,20.95,5,398,153
3,17,8,106.08,14,832,166
2,17,8,59.6,12,637,171
3,17,7,68.01,12,598,255
1,17,10,47.34,6,424,132
1,17,11,30.82,6,361,222
3,17,20,50.66,8,470,182
3,17,0,18.84,5,184,355
2,17,30,45.43,6,395,182
3,17,30,223.77,17,1006,143
2,17,14,37.95,5,276,238
2,17,30,30.54,5,341,201
2,17,30,92.42,16,938,138
1,17,30,102.7,14,712,321
1,17,12,146.62,18,908,182
1,17,9,171.74,30,1508,176
1,17,26,101.83,13,584,251
2,17,30,31.26,5,319,262
1,17,30,4.1,1,86395,357
2,17,13,39.39,8,463,252
1,17,3,15.74,4,86321,570
3,17,22,71.65,13,730,194
3,17,13,41.86,4,313,182
3,17,9,13.99,1,160,254
1,17,27,70.67,12,685,132
1,17,7,25.66,4,276,239
2,17,30,79.43,10,535,224
3,17,23,68.65,12,546,268
3,17,30,7.98,2,220,185
3,17,7,47.38,7,322,304
1,17,18,4.19,1,165,197
3,17,6,11.17,3,235,218
2,17,0,42.2,5,450,136
3,17,1,31.53,7,473,170
3,17,30,11.99,1,195,169
1,17,30,128.1,19,709,418
1,17,30,44.76,9,483,247
2,17,30,49.39,6,225,325
1,17,15,82.85,12,638,190
1,17,10,94.21,11,653,189
3,17,8,63.3,8,487,239
3,17,30,176.3,23,1159,200
2,17,24,88.07,13,763,169
3,17,30,24.69,4,251,249
3,17,11,9.79,1,226,169
2,17,25,342.46,50,2185,202
1,17,7,4.57,1,255,126
1,17,9,47.95,7,440,161
3,17,26,5.99,1,169,200
3,17,3,96.18,14,650,272
3,17,30,8.99,1,301,130
1,17,5,75.94,13,696,166
3,17,10,63.02,9,477,269
3,17,7,25.72,5,112,416
1,17,29,30.83,5,492,132
3,17,30,113.85,17,948,169
1,17,1,58.89,10,510,240
1,17,30,51.79,6,494,159
1,17,28,25.67,3,292,130
3,17,5,49.11,8,342,314
1,17,15,17.07,3,320,172
2,17,8,204.07,30,1377,340
1,17,4,64.29,9,471,275
1,17,4,162.62,29,1474,201
1,17,28,11.48,2,197,198
1,17,3,68.95,12,729,264
2,17,15,97.87,16,891,220
1,17,8,102.67,15,763,260
2,17,30,12.66,2,230,199
1,17,5,39.11,7,561,141
1,17,12,24.14,4,341,214
3,17,2,24.83,6,487,136
2,17,30,10.98,2,197,214
3,17,5,98.95,12,708,193
3,17,30,4.89,1,214,135
3,17,6,30.84,5,304,289
2,17,10,170.92,25,1101,358
3,17,10,92.99,14,188,718
2,17,30,4.49,1,123,230
1,17,30,171.78,30,1488,203
1,17,30,30.36,4,338,151
1,17,8,76.26,13,587,394
3,17,26,156.89,30,1251,366
3,17,10,63.09,10,657,177
2,17,14,186.2,28,1370,296
1,17,28,51.72,8,561,157
3,17,6,60.31,11,645,156
1,17,30,37.37,6,338,280
2,17,30,34.31,4,430,132
1,17,8,35.02,6,427,174
1,17,30,26.76,4,264,231
1,17,30,101.36,16,718,372
3,17,3,39.35,5,481,133
1,17,24,147.88,22,1164,169
2,17,30,67.11,10,546,263
3,17,18,235.03,37,1745,229
1,17,30,67.91,14,821,217
3,17,7,29.45,4,254,264
1,17,30,119.92,21,1073,321
3,17,30,168.7,23,1008,451
2,17,30,49.3,8,467,231
3,17,6,59.69,9,513,301
3,17,30,45.33,9,319,349
3,17,7,103.08,11,422,409
1,17,30,6.39,1,201,200
2,17,15,22.26,3,235,219
3,17,30,49.45,9,601,125
2,17,13,82.29,12,623,213
2,17,30,32.36,5,93,422
2,17,9,125.91,16,747,243
3,17,30,44.08,7,511,163
2,17,0,107.64,14,717,220
1,17,24,103.47,18,919,296
2,17,30,75.7,12,657,241
2,17,30,72.73,9,542,222
3,17,4,99.42,15,728,241
1,17,7,41.5,8,467,271
1,17,4,76.32,12,580,308
3,17,4,55.71,9,695,127
3,17,9,44.39,8,549,186
1,17,24,55.89,9,474,234
2,17,30,55.06,8,411,317
3,17,30,116.99,15,836,150
3,17,21,30.18,6,407,197
3,17,1,4.98,1,278,164
1,17,9,96.72,12,668,198
2,17,25,154.12,22,1150,133
1,17,30,124.91,21,1116,125
3,17,30,9.03,2,255,188
1,17,30,64.92,11,602,180
1,17,8,121.76,16,902,205
3,17,30,13.57,3,392,142
3,17,30,29.33,5,258,320
2,17,30,66.23,8,500,222
3,17,30,55.36,7,409,250
3,17,30,62.95,10,550,145
3,17,21,72.99,16,701,371
1,17,30,57.62,8,430,267
3,17,1,36.78,8,244,519
1,17,7,178.5,30,1434,197
2,17,14,60.17,12,556,289
2,17,3,207.41,23,1205,235
1,17,2,45.69,8,486,345
3,17,30,61.98,9,612,197
3,17,10,8.95,2,27,464
1,17,16,97.72,17,827,285
1,17,26,212.34,21,1078,185
2,17,30,147.6,28,1460,152
2,17,3,11.64,3,247,287
3,17,10,20.64,4,341,200
3,17,11,30.36,6,387,258
3,17,30,133.81,19,998,240
1,17,30,32.87,7,494,194
3,17,7,47.55,5,305,215
3,17,20,131.01,23,1165,178
1,17,30,54.37,7,366,233
2,17,7,52.61,9,543,204
3,17,14,50.02,7,445,234
2,17,23,173.67,26,1181,234
3,17,30,95.7,14,599,344
1,17,5,48.25,9,674,157
1,17,9,91.5,17,762,224
1,17,7,68.45,15,787,252
1,17,9,89.66,12,682,140
1,17,27,18.66,4,352,196
3,17,7,99.96,13,671,241
3,17,15,51.66,4,338,211
2,17,30,10.89,2,252,184
1,17,8,101.1,15,792,184
1,17,30,184.69,32,1514,150
3,17,2,85.64,13,670,200
3,17,30,52.95,7,451,159
3,17,9,16.97,2,196,251
2,17,1,40.58,7,450,165
1,17,12,82.25,16,862,166
2,17,21,17.19,2,183,298
1,17,30,67.03,12,701,144
2,17,30,69.57,10,555,287
2,17,25,13.98,2,198,146
1,17,2,75.22,12,676,162
2,17,7,98.72,14,750,257
1,17,30,12.81,1,181,164
1,17,0,27.86,4,167,290
3,17,18,8.98,1,302,144
2,17,30,45.75,6,416,194
1,17,30,19.74,5,336,191
1,17,9,102.78,20,1049,201
1,17,17,57.23,6,393,233
3,17,30,96.08,15,790,214
1,17,28,113.2,12,626,266
1,17,27,98.73,14,709,274
3,17,5,30.44,5,437,147
3,17,10,145.52,17,900,131
1,17,30,66.56,12,722,146
1,17,6,169.04,27,1259,183
2,17,8,92.58,13,646,292
3,17,28,49.31,9,540,181
1,17,30,138.02,27,1359,166
2,17,7,13.04,3,372,137
3,17,30,108.98,16,695,275
2,17,10,64.67,11,652,207
2,17,6,26.39,4,304,230
1,17,30,66.28,12,537,418
2,17,15,103.05,9,585,155
2,17,3,73.29,7,328,301
3,17,3,22.77,3,98,339
1,17,7,44.76,8,460,212
3,17,30,54.11,8,386,283
2,17,21,15.04,3,318,135
2,17,28,60.13,10,594,126
1,17,24,48.9,7,381,348
1,17,30,85.91,15,802,239
1,17,7,70.69,9,435,383
1,17,30,8.38,1,157,257
2,17,5,57.87,7,409,270
1,17,30,69.12,9,532,198
3,17,30,9.47,3,212,272
2,17,30,36.59,6,401,221
1,17,3,64.79,10,598,165
2,17,30,166.53,24,1146,212
1,17,0,26.69,5,350,218
1,17,6,26.96,4,348,146
2,17,6,46.33,8,488,162
3,17,11,51.03,6,411,187
1,17,5,78.2,10,452,223
3,17,7,24.05,4,94,488
1,18,30,15.68,2,213,180
3,18,30,50.62,6,398,199
3,18,13,73.8,11,559,234
2,18,30,21.68,3,243,285
2,18,30,7.99,1,217,165
2,18,30,115.07,19,957,201
1,18,30,62.51,11,629,160
3,18,6,47.03,9,449,167
3,18,30,4.19,1,197,231
3,18,30,182.76,29,1681,160
2,18,30,47.35,9,522,185
1,18,26,41.33,8,411,224
3,18,30,47.5,8,498,198
3,18,30,93.9,16,846,150
3,18,13,34.25,5,352,185
3,18,6,57.37,11,543,202
3,18,30,17.84,4,341,162
3,18,7,68.09,11,595,212
1,18,30,60.34,10,461,255
3,18,7,42.55,8,511,154
2,18,9,121.84,15,578,330
3,18,30,38.28,7,307,358
3,18,11,22.35,5,362,161
1,18,24,21.05,3,306,176
1,18,30,26.94,4,330,150
1,18,27,146.69,21,1090,149
2,18,2,42.62,6,411,167
1,18,4,43.51,7,392,258
1,18,5,17.56,4,350,130
3,18,30,55.02,8,463,173
3,18,8,155.71,12,694,181
2,18,23,125.47,19,748,381
1,18,30,210.33,32,1580,257
2,18,18,55.92,8,492,204
3,18,28,89.26,15,707,302
1,18,30,57.87,9,639,135
1,18,4,23.56,5,401,174
3,18,22,59.01,9,535,195
3,18,4,31.37,5,326,215
1,18,9,65.87,9,592,178
3,18,18,78.29,8,469,203
2,18,6,88.62,12,604,205
3,18,30,72.3,10,665,137
3,18,10,151.39,23,1310,155
2,18,6,48.79,8,340,315
3,18,1,23.85,5,342,193
2,18,30,10.58,2,202,233
3,18,30,55.78,8,469,235
1,18,30,55.09,7,386,273
3,18,3,11.74,3,284,204
3,18,5,51.8,5,197,402
3,18,13,48.22,8,490,208
3,18,30,97.69,13,722,183
2,18,30,21.54,3,159,326
3,18,30,105.06,18,1093,180
2,18,30,29.53,5,414,171
2,18,5,24.97,3,221,239
2,18,15,56.92,11,630,191
3,18,15,52.37,9,543,154
2,18,30,16.26,4,300,234
3,18,23,132.06,23,884,453
3,18,4,88.64,15,893,136
2,18,29,62.31,8,503,163
3,18,30,47.11,7,463,178
3,18,30,21.8,2,268,175
1,18,30,82.0,13,616,185
1,18,30,56.62,7,208,490
1,18,17,43.54,7,391,259
2,18,8,30.91,4,285,208
3,18,30,44.98,8,423,275
3,18,2,53.88,9,554,152
1,18,4,47.37,9,535,170
2,18,24,34.38,2,227,204
1,18,7,43.16,7,507,131
3,18,22,39.54,4,302,188
3,18,13,30.35,5,385,199
3,18,6,38.95,6,401,196
1,18,30,10.99,1,160,217
1,18,12,32.5,5,331,225
3,18,22,65.72,15,789,215
2,18,2,44.92,8,592,162
3,18,2,88.19,10,565,201
1,18,21,81.05,12,528,245
3,18,26,49.25,8,444,186
3,18,8,32.34,6,297,263
3,18,10,12.87,3,297,180
3,18,21,13.58,3,243,239
1,18,30,31.81,6,414,126
1,18,13,54.91,10,447,231
3,18,12,152.74,23,1019,316
1,18,30,215.41,31,1554,143
3,18,30,58.86,11,651,172
1,18,22,7.78,2,95,369
1,18,21,135.61,20,905,354
1,18,11,236.32,33,1677,153
1,18,11,88.14,17,528,439
3,18,2,47.18,7,516,189
2,18,23,37.25,5,292,203
3,18,30,205.3,28,1366,217
3,18,17,60.78,10,390,378
3,18,30,160.28,30,1539,171
1,18,8,35.33,6,211,301
2,18,8,75.46,10,701,161
2,18,30,66.89,11,774,206
1,18,4,4.29,1,172,182
2,18,30,36.04,4,338,219
3,18,7,119.03,18,913,219
1,18,20,4.19,1,230,180
3,18,7,125.79,20,1007,194
3,18,5,33.12,4,266,193
3,18,3,21.66,4,266,253
1,18,30,217.47,28,1287,301
3,18,12,90.01,14,770,154
3,18,7,118.89,20,1097,154
3,18,7,45.73,8,279,347
3,18,30,90.98,13,713,159
3,18,7,29.13,5,377,218
1,18,30,132.07,18,1065,150
2,18,30,65.95,8,292,374
1,18,21,65.31,11,619,260
3,18,24,16.48,2,424,160
2,18,30,18.75,4,323,216
2,18,13,59.84,13,515,414
3,18,29,67.08,10,506,262
1,18,1,14.52,3,193,299
3,18,4,83.26,11,434,347
3,18,1,62.77,9,608,137
2,18,7,4.59,1,347,133
3,18,4,47.52,7,379,314
2,18,19,4.19,1,396,130
2,18,30,54.62,11,664,131
1,18,30,90.33,14,688,308
2,18,6,36.78,8,183,424
2,18,7,58.76,11,570,226
1,18,0,187.02,31,1590,167
2,18,6,69.37,12,651,218
2,18,30,131.12,18,917,234
3,18,30,61.32,13,614,303
1,18,5,50.04,8,476,239
3,18,30,82.59,8,535,254
1,18,30,18.37,4,370,189
2,18,8,60.78,10,531,232
1,18,26,51.07,8,560,163
1,18,7,111.95,18,923,205
1,18,12,57.43,10,518,267
2,18,30,107.79,17,789,265
3,18,9,51.14,8,416,254
2,18,8,35.74,7,395,187
2,18,16,88.6,14,729,234
3,18,30,51.87,8,481,225
1,18,8,14.89,4,359,131
3,18,20,62.85,11,597,243
2,18,30,32.09,3,250,235
2,18,3,50.66,7,483,188
1,18,30,17.04,3,257,234
3,18,21,109.44,15,713,399
2,18,11,38.5,6,365,218
1,18,0,65.17,11,331,456
3,18,5,107.86,18,919,130
2,18,10,79.07,11,558,215
3,18,21,36.02,6,354,228
2,18,2,21.27,5,333,208
3,18,16,108.63,15,770,217
3,18,30,106.87,18,854,181
3,18,24,35.98,6,437,222
3,18,30,54.64,10,535,256
1,18,6,64.28,10,613,171
1,18,30,32.77,7,496,169
1,18,7,159.12,26,1171,307
2,18,30,12.31,2,179,264
1,18,30,50.46,5,261,281
2,18,13,92.79,13,789,171
1,18,7,10.98,2,325,174
2,18,30,81.49,16,859,206
3,18,6,52.8,8,404,242
1,18,30,31.87,6,213,293
1,18,30,154.91,23,1087,265
1,18,30,63.02,9,398,341
1,18,28,138.56,19,954,184
3,18,13,78.01,12,814,154
3,18,6,54.21,10,599,183
1,18,10,88.28,15,642,298
3,18,30,58.09,7,475,184
3,18,7,21.86,7,501,193
3,18,20,64.3,13,740,204
2,18,5,171.98,28,1274,345
1,18,7,27.04,5,378,169
3,18,30,39.15,6,422,180
1,18,30,55.4,8,544,195
3,18,5,129.53,23,914,456
2,18,1,16.23,4,304,198
3,18,19,10.1,3,293,191
3,18,26,110.73,16,929,137
3,18,30,58.79,8,424,280
2,18,30,43.37,7,395,239
2,18,24,95.94,16,880,172
1,18,30,102.72,13,650,210
1,18,30,4.19,1,199,191
1,18,24,40.67,6,373,268
3,18,25,52.78,8,319,327
3,18,30,8.78,2,261,139
3,18,30,156.56,27,1371,158
3,18,14,107.5,9,579,201
3,18,5,37.44,6,446,183
3,18,19,49.21,8,281,391
1,18,30,15.44,3,291,217
3,18,30,67.79,9,398,363
3,18,9,80.38,10,326,430
1,18,30,92.18,17,800,302
2,18,30,3.49,1,86,331
1,18,30,177.91,24,1101,382
2,18,1,4.98,1,159,238
3,18,26,63.57,6,364,263
2,18,4,131.48,21,1065,164
3,18,19,207.0,30,1386,274
3,18,30,34.16,5,408,179
3,18,6,93.14,15,667,335
3,18,6,10.68,2,305,155
3,18,30,43.22,6,566,128
1,18,30,86.13,17,893,281
3,18,18,78.79,14,738,222
1,18,17,174.98,26,1273,180
2,18,10,76.13,12,747,149
2,18,30,88.87,11,501,298
2,18,30,149.35,23,1194,140
2,18,17,8.86,2,285,141
2,18,30,117.99,15,641,347
2,18,8,67.38,13,679,271
3,18,20,11.38,2,168,297
1,18,20,83.88,19,1005,176
1,18,17,71.72,13,679,265
2,18,30,91.24,16,837,140
3,18,12,67.05,11,800,155
3,18,30,16.55,4,437,128
3,18,3,76.04,11,407,382
2,18,4,273.75,24,1309,158
1,18,30,113.71,22,1035,276
1,18,1,110.07,15,793,211
2,18,27,157.99,14,812,165
3,18,30,9.65,2,175,201
3,18,5,37.69,6,382,252
1,18,4,87.46,13,583,335
1,18,7,28.41,4,86393,441
2,18,30,171.31,28,1343,229
3,18,11,120.69,16,840,183
1,18,30,26.65,6,502,247
2,18,30,20.12,3,386,139
1,18,8,75.36,12,729,186
1,18,30,62.17,11,572,269
1,18,30,66.55,9,557,196
3,18,1,25.65,8,463,246
1,18,30,70.67,10,486,257
3,18,12,76.35,12,754,172
3,18,22,38.06,5,364,268
1,18,30,36.93,6,333,333
2,18,9,162.06,27,1371,142
1,18,5,88.93,15,777,157
3,18,30,104.4,15,788,196
1,18,8,42.28,6,415,174
3,18,30,90.58,10,572,226
3,18,17,75.14,14,735,217
2,18,10,125.6,20,928,215
3,18,15,96.6,15,706,320
2,18,20,41.7,6,375,266
2,18,1,38.46,4,361,153
1,18,30,81.83,12,681,130
3,18,17,135.86,21,933,236
3,18,7,40.73,6,379,216
3,18,5,42.11,6,366,246
2,18,30,61.16,7,423,266
2,18,14,10.98,2,86381,391
3,18,30,47.28,8,443,276
3,18,17,30.85,6,373,226
3,18,20,135.04,23,1169,178
3,18,6,120.15,15,813,147
1,18,2,87.87,13,599,249
3,18,15,120.01,19,833,321
1,18,8,48.28,8,335,393
1,18,14,87.77,10,479,341
3,18,24,29.65,4,283,211
2,18,30,7.99,1,123,293
3,18,6,65.52,7,340,320
3,18,5,95.23,15,857,173
